,text,VP,cfg,good_cplx,good_mood,syntx_score,good_intent_syntx,intent,intendeed,ORG,NORP,DATE,known_words
1374,I would like to change to a different currency.,would like to change to a different currency,VP -> MD VP,1,,,0,0,0,0,0,0,
1375,How can I change currency type?,change currency type,VP -> VB NP,1,1,1.0,1,['type'],,,,,1
1376,"I do not need GBP, I need AUD, how do I convert it?",do not need GBP,VP -> VBP RB VP,1,1,0.625,0,0,0,0,0,0,
1377,"Instead of GBP, how do I exchange for AUD?",exchange for AUD,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1378,Is currency exchange possible?,[],,1,1,0.0,0,0,0,0,0,0,
1379,"Using your app, would I be able to exchange between USD and GBP?",Using your app,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1380,Can I use this app for both USD and GBP?,use this app for both USD and GBP,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1381,I am trying to find out how to exchange currency X with currency Y.,am trying to find out how to exchange currency X with currency Y.,VP -> VBP VP,1,,,0,0,0,0,0,0,
1382,Does your app allow currency exchanges between USD and GBP?,allow currency exchanges between USD and GBP,VP -> VB NP,1,1,1.0,1,['allow'],,GBP,,,1
1383,"With this app, will I be able to exchange currency?",be able to exchange currency,VP -> VB ADJP,1,1,0.7142857142857143,0,0,0,0,0,0,
1384,How do I change my currency to another?,change my currency to another,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1385,How do I exchange currencies using the app?,exchange currencies using the app,VP -> VB NP VP,1,1,0.8,0,0,0,0,0,0,
1386,Does this app allow currencies to be exchanged?,allow currencies to be exchanged,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1387,Can I exchange USD for GBP in your app?,exchange USD for GBP in your app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1388,Is it possible to exchange currencies using the app?,to exchange currencies using the app,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1389,How do I exchange currencies using this app?,exchange currencies using this app,VP -> VB NP VP,1,1,0.8,0,0,0,0,0,0,
1390,I want to exchange USD and GBP with the app,want to exchange USD and GBP with the app,VP -> VBP S,0,,,0,0,0,0,0,0,
1391,How do I change my AUD into GBP?,change my AUD into GBP,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1392,How can I convert currencies?,convert currencies,VP -> VB NP,1,1,1.0,1,['convert'],['currencies'],,,,1
1393,Can I use your app to exchange between USD and GBP,use your app to exchange between USD and GBP,VP -> VB NP TO VP,0,,,0,0,0,0,0,0,
1394,I need to get some Euros for my holiday. Am I able to exchange some of my money?,need to get some Euros for my holiday . Am I able to exchange some of my money,VP -> VP . SQ,0,,,0,0,0,0,0,0,
1395,Can currencies be exchanged on this app?,be exchanged on this app,VP -> VB VP,1,1,0.8333333333333334,0,0,0,0,0,0,
1396,How do I change to a different currency?,change to a different currency,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1397,Is exchanging currencies a feature of the app?,exchanging currencies,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1398,Where can I get my currencies exchanged?,get my currencies exchanged,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1399,Is exchanging currencies one of your app services?,exchanging currencies,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1400,Can I convert currency with the app?,convert currency with the app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1401,"I might need to exchange between USD and GBP, is this possible with your app?","might need to exchange between USD and GBP , is this possible with your app",VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1402,"I need to exchange my GBP to AUD, how would I do this?",need to exchange my GBP to AUD,VP -> VBP S,1,1,0.6666666666666666,0,0,0,0,0,0,
1403,Do you support changing the currency I use?,support changing the currency I use,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1404,Can I convert money into different currencies?,convert money into different currencies,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1405,Where can i exchange between GBP and USD,exchange between GBP and USD,VP -> VB PP,0,,,0,0,0,0,0,0,
1406,How to exchange my currency,to exchange my currency,VP -> TO VP,0,,,0,0,0,0,0,0,
1407,How do I use the app to exchange currencies?,use the app to exchange currencies,VP -> VB NP S,1,1,0.8571428571428571,0,0,0,0,0,0,
1408,"I no longer need AUD, I need GBP instead, how can I make this happen?",need AUD,VP -> VBP NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1409,"I am trying to exchange AUD for GBP, how do I do that?","am trying to exchange AUD for GBP , how do I do that","VP -> VP , SBARQ",1,1,0.35294117647058826,0,0,0,0,0,0,
1410,How do I exchange USD to GBP?,exchange USD to GBP,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1411,Is there a way to make my money usable in another country?,to make my money usable in another country,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1412,How do I exchange AUD for GBP?,exchange AUD for GBP,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1413,Can I use this app to exchange currencies?,use this app to exchange currencies,VP -> VB NP S,1,1,0.8571428571428571,0,0,0,0,0,0,
1414,How can I exchange currencies using your app?,exchange currencies using your app,VP -> VB NP VP,1,1,0.8,0,0,0,0,0,0,
1415,How do I go about exchanging currencies with this app?,go about exchanging currencies with this app,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1416,Can I exchange from USD to GBP?,exchange from USD to GBP,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1417,Does your app allow currency exchange from USD to GBP?,allow currency exchange from USD to GBP,VP -> VB NP,1,1,1.0,1,['allow'],,USD,,,1
1418,What currences are available for exchange?,are available for exchange,VP -> VBP ADJP,1,1,0.6666666666666666,0,0,0,0,0,0,
1419,Is this app capable of exchanging currencies?,exchanging currencies,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1420,Is it possible to change from USD to GBP with your App?,to change from USD to GBP with your App,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1421,"If I need to make an exchange from USD to GBP, how can I do so in the app?",need to make an exchange from USD to GBP,VP -> VBP S,1,1,0.6666666666666666,0,0,0,0,0,0,
1422,Can I use this app to exchange between dollars and pounds?,use this app to exchange between dollars and pounds,VP -> VB NP S,1,1,0.8571428571428571,0,0,0,0,0,0,
1423,Will this app allow me to exchange currencies?,allow me to exchange currencies,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1424,Is it possible to exchange USD and GBP on the app?,to exchange USD and GBP on the app,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1425,"I may need to exchange my USD for GBP, can your app do that?","may need to exchange my USD for GBP , can your app do that",VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1426,How do I exchange currencies with this,exchange currencies with this,VP -> VB NP PP,0,,,0,0,0,0,0,0,
1427,I need Australian dollars instead of UK currency.,need Australian dollars instead of UK currency,VP -> VBP NP PP,1,,,0,0,0,0,0,0,
1428,I'm having difficulties changing AUD for GBP. How do I do this?,'m having difficulties changing AUD for GBP,VP -> VBP VP,0,,,0,0,0,0,0,0,
1429,Can I exchange currencies with the app?,exchange currencies with the app,VP -> VB NP,1,1,1.0,1,['currencies'],,,,,1
1430,Will you tell me how to exchange USD for GBP in the app?,tell me how to exchange USD for GBP in the app,VP -> VB NP SBAR,1,1,0.7058823529411765,0,0,0,0,0,0,
1431,How do you exchange currencies,exchange currencies,VP -> VB NP,0,,,0,0,0,0,0,0,
1432,How can I exchange currencies with this app?,exchange currencies with this app,VP -> VB NP,1,1,1.0,1,['currencies'],,,,,1
1433,How can I exchange GBP for AUD?,exchange GBP for AUD,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1434,Can I exchange currency for different types?,exchange currency for different types,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1435,Does this app exchange currencies?,exchange currencies,VP -> NN NP,1,1,0.6666666666666666,0,0,0,0,0,0,
1436,Is it possible to exchange currencies on the app?,to exchange currencies on the app,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1437,What's the process of changing from GBP to AUD?,'s the process of changing from GBP to AUD,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1438,How do I switch to a different currency?,switch to a different currency,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1439,What's the procedure with currency exchange?,[],,1,1,0.0,0,0,0,0,0,0,
1440,How to I switch my money for the money used in another country?,to I switch my money for the money used in another country,VP -> TO NP VP,1,1,0.5333333333333333,0,0,0,0,0,0,
1441,Will it be possible to change from USD to GBP with this App?,be possible to change from USD to GBP with this App,VP -> VB ADJP,1,1,0.7142857142857143,0,0,0,0,0,0,
1442,I would like to change currency,would like to change currency,VP -> MD VP,0,,,0,0,0,0,0,0,
1443,How do I make a currency exchange?,make a currency exchange,VP -> VB NP,1,1,1.0,1,['make'],['exchange'],,,,1
1444,"I can't figure out how to change GBP to AUD, what do I do?",ca n't figure out how to change GBP to AUD,VP -> MD RB VP,1,1,0.4,0,0,0,0,0,0,
1445,"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",chose to exchange GBP,VP -> VBD S,0,,,0,0,0,0,0,0,
1446,How can I exchange USD and GBP in the app?,exchange USD and GBP in the app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1447,How can I exchange currencies in the app?,exchange currencies in the app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1448,I need to exchange a currency - can I do that here?,to exchange a currency,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1449,How can I change the currency I'm exchanging from AUD to GBP?,change the currency I 'm exchanging from AUD to GBP,VP -> VB NP,1,1,1.0,1,['change'],"['currency', 'exchanging']",AUD,,,1
1450,What do I need to do to exchange my money?,need to do to exchange my money,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1451,"I would like to exchange currencies, how do I go upon it?",would like to exchange currencies,VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1452,What different currencies can I get?,get,VP -> VB,1,1,0.6666666666666666,0,0,0,0,0,0,
1453,I would like to exchange currency  What types are there?,like to exchange currency What types are there,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1454,how to exchange currencies,to exchange currencies,VP -> TO VP,0,,,0,0,0,0,0,0,
1455,Can I use your app to exchange USD for GBP?,use your app to exchange USD for GBP,VP -> VB NP S,1,1,0.8571428571428571,0,0,0,0,0,0,
1456,Can this convert money?,convert money,VP -> VB NP,1,1,1.0,1,['convert'],['money'],,,,1
1457,Can you  tell me how to get AUD not GBP?,tell me how to get AUD not GBP,VP -> VB NP SBAR,1,1,0.7058823529411765,0,0,0,0,0,0,
1458,How can I trade currencies with this app?,trade currencies with this app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1459,Can I exchange currencies usign this app?,exchange currencies usign this app,VP -> VB NP VP,1,1,0.8,0,0,0,0,0,0,
1460,Can this app be used to exchange currencies?,be used to exchange currencies,VP -> VB VP,1,1,0.8333333333333334,0,0,0,0,0,0,
1461,need to exchange currencies,need to exchange currencies,VP -> VBP S,0,,,0,0,0,0,0,0,
1462,How do I change to AUD from GBP?,change to AUD from GBP,VP -> VB PP PP,1,1,0.6666666666666666,0,0,0,0,0,0,
1463,How do I start an exchange between GBP and AUD?,start an exchange between GBP and AUD,VP -> VB NP,1,1,1.0,1,['start'],['exchange'],AUD,,,1
1464,Whats types of currency can I exchange?,exchange,VP -> VB,1,1,0.6666666666666666,0,0,0,0,0,0,
1465,how can i exchange currencies,exchange currencies,VP -> VB NP,0,,,0,0,0,0,0,0,
1466,Can I exchange USD and GBP from the app?,exchange USD and GBP from the app,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1467,What steps do I need to take to exchange currencies?,need to take to exchange currencies,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1468,What other currencies are available to change to?,are available to change to,VP -> VBP JJ S,1,1,0.5333333333333333,0,0,0,0,0,0,
1469,what currencies can i exchange between on your app?,exchange between on your app,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1470,Can this app exchange American and English currency?,exchange American and English currency,VP -> VB NP,1,1,1.0,1,['currency'],,,English,,1
1471,My plans may change so I may need to change from GBP to AUD.,may change so I may need to change from GBP to AUD,VP -> MD VP SBAR,1,,,0,0,0,0,0,0,
1472,Does the app allow for exchanges between currencies?,allow for exchanges between currencies,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
1473,"I may no longer need GBP, but instead I will need AUD, how can I go about making this change?",may no longer need GBP,VP -> MD ADVP VP,1,1,0.35294117647058826,0,0,0,0,0,0,
1474,Can I use this app to change money?,use this app to change money,VP -> VB NP S,1,1,0.8571428571428571,0,0,0,0,0,0,
1475,Has there been any activity on my card today?,,,,,,,,,,,,
1476,I lost my wallet and all my cards were in it.,,,,,,,,,,,,
1477,I'm panicking!  I lost my card!  Help!,,,,,,,,,,,,
1478,I need to report a stolen card,,,,,,,,,,,,
1479,How do I replace a stolen card?,,,,,,,,,,,,
1480,Can you provide information for freezing my card immediately?,,,,,,,,,,,,
1481,What's the phone number to freeze a card?,,,,,,,,,,,,
1482,I can't find my card! Can you help?,,,,,,,,,,,,
1483,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",,,,,,,,,,,,
1484,Help! I lost my card!,,,,,,,,,,,,
1485,My card is missing.  Please help.,,,,,,,,,,,,
1486,I think that my card has been stolen!,,,,,,,,,,,,
1487,My card was stolen,,,,,,,,,,,,
1488,A fee shouldn't apply to me if my card was stolen.,,,,,,,,,,,,
1489,"My card has been stolen. I reported it with the police, but I need to report it with you as well.",,,,,,,,,,,,
1490,Can you tell me the status of my new card?,,,,,,,,,,,,
1491,My card has been stolen what do I do?,,,,,,,,,,,,
1492,"I can't find my card, it is lost.",,,,,,,,,,,,
1493,My card is lost!  Please help me!,,,,,,,,,,,,
1494,I believe that my card has been stolen!,,,,,,,,,,,,
1495,What should I do if I think my card was stolen?,,,,,,,,,,,,
1496,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,,,,,,,,,,,,
1497,"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",,,,,,,,,,,,
1498,My bag got stolen with all my cards. Can you please cancel my card and send a new one?,,,,,,,,,,,,
1499,I think my card is stolen!,,,,,,,,,,,,
1500,"Help!  I fear that my card was stolen,",,,,,,,,,,,,
1501,Someone stole my card!,,,,,,,,,,,,
1502,Are you able to guide me to my card's location?,,,,,,,,,,,,
1503,How can I report that my card was stolen? I made a police report first.,,,,,,,,,,,,
1504,My card is missing!  Help!,,,,,,,,,,,,
1505,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",,,,,,,,,,,,
1506,Could you please freeze my card immediately?,,,,,,,,,,,,
1507,"i need help, i lost my card",,,,,,,,,,,,
1508,What can I do if I lost my card?,,,,,,,,,,,,
1509,I think that the card is stolen.  What are my next steps?,,,,,,,,,,,,
1510,What do I do if my card is stolen?,,,,,,,,,,,,
1511,My card is stolen.  Help!,,,,,,,,,,,,
1512,I lost track of my card,,,,,,,,,,,,
1513,Report stolen card,,,,,,,,,,,,
1514,Help!  My card is stolen.,,,,,,,,,,,,
1515,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",,,,,,,,,,,,
1516,I have lost my card! What is my next step?,,,,,,,,,,,,
1517,My card has been lost! help!,,,,,,,,,,,,
1518,What do I do if my card has been lost or stolen?,,,,,,,,,,,,
1519,Help Me!  I lost my card.  What should I do?,,,,,,,,,,,,
1520,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,,,,,,,,,,,,
1521,Who can I speak with regarding a lost card?,,,,,,,,,,,,
1522,My card has gone missing.,,,,,,,,,,,,
1523,oh my god I lost my card! what should I do?,,,,,,,,,,,,
1524,I can't find my card!  What should I do?,,,,,,,,,,,,
1525,What is the first step that I should take after my card has been stolen?,,,,,,,,,,,,
1526,I seem to have lost my card.,,,,,,,,,,,,
1527,My card was stolen. What do I need to do?,,,,,,,,,,,,
1528,Someone took my card without permission,,,,,,,,,,,,
1529,I lost my card n need a new one.,,,,,,,,,,,,
1530,My card has been lost / stolen,,,,,,,,,,,,
1531,I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,,,,,,,,,,,,
1532,Please help me.  My card is missing.,,,,,,,,,,,,
1533,"I lost my card, what do I do now?",,,,,,,,,,,,
1534,I need to order a new card as my other one was stolen.,,,,,,,,,,,,
1535,I think someone stole my card because I can't find it.,,,,,,,,,,,,
1536,What are the steps I need to do if I have a stolen card?,,,,,,,,,,,,
1537,I cant find my card.,,,,,,,,,,,,
1538,I think my card is lost.  What do I do?,,,,,,,,,,,,
1539,What should I do if my card is stolen?,,,,,,,,,,,,
1540,How do I deactivate a stolen card?,,,,,,,,,,,,
1541,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",,,,,,,,,,,,
1542,Someone took my card without my permission.,,,,,,,,,,,,
1543,Need help with a stolen card.,,,,,,,,,,,,
1544,"help, lost my card",,,,,,,,,,,,
1545,What do I do if my card was stolen.,,,,,,,,,,,,
1546,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,,,,,,,,,,,,
1547,My card is missing.,,,,,,,,,,,,
1548,How do I report my card as lost or stolen?,,,,,,,,,,,,
1549,Is there any way for you to find my card?,,,,,,,,,,,,
1550,I've lost my card. What can I do about that?,,,,,,,,,,,,
1551,I left my card at a restaurant and now its missing.,,,,,,,,,,,,
1552,Can you help me retrieve my card?,,,,,,,,,,,,
1553,I lost my card. Can you help me?,,,,,,,,,,,,
1554,What should I do?  My card has been stolen!,,,,,,,,,,,,
1555,My card was stolen last night.,,,,,,,,,,,,
1556,Could you assist me in finding my lost card?,,,,,,,,,,,,
1557,I want to open an account for my children,want to open an account for my children,VP -> VBP S,0,,,0,0,0,0,0,0,
1558,How old do you need to be to use the banks services?,need to be to use the banks services,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1559,Whats the minimum age to have an account,s the minimum age to have an account,VP -> VBZ NP,0,,,0,0,0,0,0,0,
1560,Can my children open an account?,open an account,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1561,How old do I need to be?,need to be,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1562,What are age requirements for opening an account?,opening an account,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1563,Is there any age limit?,[],,1,1,0.0,0,0,0,0,0,0,
1564,We want to start a college fund for my daughter.,want to start a college fund for my daughter,VP -> VBP S,1,,,0,0,0,0,0,0,
1565,Hold old do my kids have to be to use the service?,have to be to use the service,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1566,Can I start an account for my kids?,start an account for my kids,VP -> VB NP,1,1,1.0,1,['start'],['account'],,,,1
1567,How old does my daughter have to be to open an account?,have to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1568,What is minimum age for an account?,[],,1,1,0.0,0,0,0,0,0,0,
1569,What is needed for my daughter to open an account?,needed for my daughter to open an account,VP -> VBN SBAR,1,1,0.5333333333333333,0,0,0,0,0,0,
1570,What about my children?,[],,1,1,0.0,0,0,0,0,0,0,
1571,What is the process for setting up and account for my child?,setting up and account for my child,VP -> VBG PRT CC VB PP,1,1,0.43478260869565216,0,0,0,0,0,0,
1572,Is there an age limit to open an account,to open an account,VP -> TO VP,0,,,0,0,0,0,0,0,
1573,How old do my kids have to be use this?,have to be use this,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1574,Can I make an account for my kids?,make an account for my kids,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1575,I'd like to open an account for my kids can I do that?,'d like to open an account for my kids can I do that,VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1576,Would it be possible to open up an account for children?,be possible to open up an account for children,VP -> VB ADJP S,1,1,0.625,0,0,0,0,0,0,
1577,Do you have any age limit?,have any age limit,VP -> VB NP,1,1,1.0,1,['have'],['limit'],,,,1
1578,If I want my son to have his own account is that possible?,want my son to have his own account,VP -> VBP S,1,1,0.6666666666666666,0,0,0,0,0,0,
1579,Could I open an account for children?,open an account for children,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1580,What does my daughter need to open an account?,need to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1581,Can my children get an account?,get an account,VP -> VB NP,1,1,1.0,1,['get'],['account'],,,,1
1582,What is the age limit for an account?,is the age limit for an account,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1583,What age do you have to be?,have to be,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1584,What is the appropriate age for my child to be able to open an account?,is the appropriate age for my child to be able to open an account,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1585,How do I open an account for my children?,open an account for my children,VP -> VB NP PP,1,1,0.8,0,0,0,0,0,0,
1586,What are the requirements to open an account for a minor?,are the requirements to open an account for a minor,VP -> VBP NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1587,are there age requirements,[],,0,,,0,0,0,0,0,0,
1588,Is there an age limit for opening an account?,opening an account,VP -> VBG NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1589,Can my 8 year old grandson open an account at the bank?,open an account at the bank,VP -> VBP NP PP,1,1,0.75,0,0,0,0,0,0,
1590,What is the minimum age required to open an account with your service?,required to open an account with your service,VP -> VBN S,1,1,0.6666666666666666,0,0,0,0,0,0,
1591,"If I want to get an account for my daughter, can I do that?",want to get an account for my daughter,VP -> VBP S,1,1,0.6666666666666666,0,0,0,0,0,0,
1592,How old do you have to be to open an account?,have to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1593,I have young kids. Can they use this service?,have young kids . Can they use this service,VP -> VP . SQ,0,,,0,0,0,0,0,0,
1594,Do you have an age limit?,have an age limit,VP -> VB NP,1,1,1.0,1,['have'],['limit'],,,,1
1595,How old do you have to be?,have to be,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1596,Could my daughter open an account?,open an account,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1597,Can I open an account for my children?,open an account for my children,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1598,What would the age limit be?,be,VP -> VB,1,1,0.6666666666666666,0,0,0,0,0,0,
1599,What are the age requirements for service?,are the age requirements for service,VP -> VBP NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1600,I am 16 and just started working at McDonalds can I deposit my checks at your bank?,am 16,VP -> VBP NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1601,Is there a possibility to open an account for my sons and daughters?,to open an account for my sons and daughters,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1602,Is there an age limit to get an account?,to get an account,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1603,what is the age limit for opening a new account,is the age limit for opening a new account,VP -> VBZ NP,0,,,0,0,0,0,0,0,
1604,Is my daughter eligible to open an account?,to open an account,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
1605,How do I set up an account for my children?,set up an account for my children,VP -> VB PRT NP,1,1,0.75,0,0,0,0,0,0,
1606,May I get an account for my daughter?,get an account for my daughter,VP -> VB NP,1,1,1.0,1,['get'],['account'],,,,1
1607,What is the minimum age limit?,is the minimum age limit,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1608,How old must I be to open an account?,be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1609,What is the age limit?,is the age limit,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1610,Can my children have an account?,have an account,VP -> VB NP,1,1,1.0,1,['have'],['account'],,,,1
1611,Is there any way I could open an account for my daughter?,could open an account for my daughter,VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1612,Can I get an account for my daughter?,get an account for my daughter,VP -> VB NP,1,1,1.0,1,['get'],['account'],,,,1
1613,How old do you need to be to open an account?,need to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1614,Do you offer account services for children and teens?,offer account services for children and teens,VP -> VB NP,1,1,1.0,1,['offer'],['services'],,,,1
1615,From which age can my kids use your service?,use your service,VP -> VB NP,1,1,1.0,1,['use'],['service'],,,,1
1616,What is the youngest age for an account?,is the youngest age for an account,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
1617,I have kids and I'm curious at what age could they start to use your service.,have kids,VP -> VBP NP,1,,,0,0,0,0,0,0,
1618,At what age can I open an account?,open an account,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1619,I'd like to open an account for my children. How can I do that?,'d like to open an account for my children . How can I do that,VP -> VP . WHADVP SQ,0,,,0,0,0,0,0,0,
1620,Can I open up an account for my child?,open up an account for my child,VP -> VB PRT NP,1,1,0.75,0,0,0,0,0,0,
1621,Is there a limit for age?,[],,1,1,0.0,0,0,0,0,0,0,
1622,How can I open an account for my children?,open an account for my children,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1623,Do you have a children account available?,have a children account available,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1624,At what age can my children use your service?,use your service,VP -> VB NP,1,1,1.0,1,['use'],['service'],,,,1
1625,I want to open an account for my child.,want to open an account for my child,VP -> VBP S,1,,,0,0,0,0,0,0,
1626,At what age can a person open an account?,open an account,VP -> VB NP,1,1,1.0,1,['open'],['account'],,,,1
1627,How old do kids have to be to open an account?,have to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1628,What is your age limit?,[],,1,1,0.0,0,0,0,0,0,0,
1629,How old do my kids need to be to use your service?,need to be to use your service,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1630,I would like to get an account for my child.,would like to get an account for my child,VP -> MD VP,1,,,0,0,0,0,0,0,
1631,Would I be able to open an account for my daughter?,be able to open an account for my daughter,VP -> VB ADJP,1,1,0.7142857142857143,0,0,0,0,0,0,
1632,Can my teenager have an account?,have an account,VP -> VB NP,1,1,1.0,1,['have'],['account'],,,,1
1633,What age do you have to be to open an account?,have to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1634,How old do my kids need to be to open an account?,need to be to open an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1635,As my kids get older are they able to get set up with their own accounts?,get older,VP -> VBP ADJP,1,1,0.6666666666666666,0,0,0,0,0,0,
1636,Is there an age limit to when my child can use these services?,can use these services,VP -> MD VP,1,1,0.5,0,0,0,0,0,0,
1637,How many years old do I have to be?,have to be,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1638,Do you have a limit for someone's age?,have a limit for someone 's age,VP -> VB NP,1,1,1.0,1,['have'],['limit'],,,,1
1639,Do you have any accounts for children ?,have any accounts for children,VP -> VB NP,1,1,1.0,1,['have'],['accounts'],,,,1
1640,Can my daughter make an account?,make an account,VP -> VB NP,1,1,1.0,1,['make'],['account'],,,,1
1641,"I need to set up an account for my daughter, how would I do that?",need to set up an account for my daughter,VP -> VBP S,1,1,0.6666666666666666,0,0,0,0,0,0,
1642,How old can one use your service?,use your service,VP -> VB NP,1,1,1.0,1,['use'],['service'],,,,1
1643,Do you have to be 18 to make an account?,have to be 18 to make an account,VP -> VB S,1,1,0.7272727272727273,0,0,0,0,0,0,
1644,Would I be able to get an account for my child?,be able to get an account for my child,VP -> VB ADJP,1,1,0.7142857142857143,0,0,0,0,0,0,
1645,Can I get an account for my son?,get an account for my son,VP -> VB NP,1,1,1.0,1,['get'],['account'],,,,1
